# -*- coding: utf-8 -*-
id,user,created_at,version,body,score,positive,negative,0
1444053186,6570401,2023/2/28,v3.4.0-rc1,"> This code could be executed within the same engine, however we can also use separate processes or VMs to execute this code.

Good point; nothing about the protocol itself precludes us from using separate UDF processes in the future.

> Finally it is early days for connect. We currently want to make it easy to folks to try and to move to connect ...

Generally agreed, but APIs and contracts can be challenging to change once adopted, so it's important to get it right on the first try, at least to the extent that it doesn't force us into bad decisions or tech debt later. That's why I'm interested in discussing a longer-term roadmap about this kind of support.

But I think you have convinced me that this protocol is generally useful!

cc @mridulm in case you're interested in taking a look","1,-1    ",1,-1,0
1448558937,21010250,2023/2/28,v3.4.0-rc1,@xkrogen Thank you for all of the feedback! Do you mind doing a review of the current state? We're looking to merge and were wondering if there are any other points to address. ,"1,-1    ",1,-1,0
1449127907,9616802,2023/2/28,v3.4.0-rc1,I am merging this. Let's address further concerns in a follow-up.,"1,-1    ",1,-1,0
1451013462,6570401,2023/2/28,v3.4.0-rc1,thanks for incorporating the feedback!,"1,-1    ",1,-1,0
1442502183,1938382,2023/2/28,v3.4.0-rc1,@hvanhovell ,"2,-1    ",2,-1,1
1445718970,66282705,2023/2/28,v3.4.0-rc1,Merged in https://github.com/apache/spark/pull/40151,"1,-1    ",1,-1,0
1444877430,6477701,2023/2/28,v3.4.0-rc1,Merged to master and branch-3.4.,"1,-3    ",1,-3,-2
1447344107,3182036,2023/2/28,v3.4.0-rc1,"thanks, merging to master/3.4 (it's weird if some generate functions can be used as TVF and some can not)","1,-1    ",1,-1,0
1447353229,1938382,2023/2/28,v3.4.0-rc1,late LGTM!,"1,-1    ",1,-1,0
1442679131,9700541,2023/2/28,v3.4.0-rc1,"Do you have any concerns about this, @Yikun ?","1,-1    ",1,-1,0
1442685587,2069152,2023/2/28,v3.4.0-rc1,/LGTM,"1,-1    ",1,-1,0
1442690768,9700541,2023/2/28,v3.4.0-rc1,"Thank you, @Yikun , @HyukjinKwon , @william-wang .
Merged to master/3.4.","1,-1    ",1,-1,0
1442744400,6477701,2023/2/28,v3.4.0-rc1,cc @rithwik-db @xinrong-meng ,"1,-1    ",1,-1,0
1442745218,6477701,2023/2/28,v3.4.0-rc1,cc @WeichenXu123 I think we should test other python versions too before the actual release.,"1,-1    ",1,-1,0
1442753794,1938382,2023/2/28,v3.4.0-rc1,"LGTM


From https://spark.apache.org/docs/latest/ it says `Spark runs on Java 8/11/17, Scala 2.12/2.13, Python 3.7+ and R 3.5+` so it makes sense to test against Python 3.7","1,-1    ",1,-1,0
1442755668,6477701,2023/2/28,v3.4.0-rc1,"yeah, I think we should set a scheduled job ... cc @dongjoon-hyun @Yikun too FYI","1,-1    ",1,-1,0
1442766810,9700541,2023/2/28,v3.4.0-rc1,"According to the Affected Version field, only Apache Spark 3.4 is affected?","1,-1    ",1,-1,0
1442769339,6477701,2023/2/28,v3.4.0-rc1,"Yup, this is actually rather a followup of https://github.com/apache/spark/commit/d5b08f8d99b14efa14ad706f9118762a2e570b34","1,-1    ",1,-1,0
1442822704,9700541,2023/2/28,v3.4.0-rc1,Merged to master/3.4.,"3,-1    ",3,-1,2
1444803655,6477701,2023/2/28,v3.4.0-rc1,"Although I had to manually skip a couple of tests (due to my env issue), I tested Python 3.7, 3.8, 3.9 (by CI), 3.10 and the tests pass.","2,-1    ",2,-1,1
1444872170,9700541,2023/2/28,v3.4.0-rc1,"Thank you so much, @HyukjinKwon !

May I ask which `requirements.txt` file is used there?","3,-1    ",3,-1,2
1444876363,6477701,2023/2/28,v3.4.0-rc1,I used `pip install -r dev/requirements.txt`.,"3,-1    ",3,-1,2
1447719980,12025282,2023/2/28,v3.4.0-rc1,@cloud-fan can we have this in branch-3.4 ? since it prevent potential bug and it's friendly for developers.,"1,-1    ",1,-1,0
1447725911,3182036,2023/2/28,v3.4.0-rc1,"thanks, merging to master/3.4!","1,-1    ",1,-1,0
1442797191,7788766,2023/2/28,v3.4.0-rc1,@cloud-fan I opened the backport for 3.4 but there is no JDBC query builder commit in 3.4 so one of the tests was removed.,"1,-1    ",1,-1,0
1443633926,3182036,2023/2/28,v3.4.0-rc1,"thanks, merging to 3.4!","1,-1    ",1,-1,0
1442811869,9616802,2023/2/28,v3.4.0-rc1,cc @grundprinzip ,"1,-1    ",1,-1,0
1442812096,9616802,2023/2/28,v3.4.0-rc1,Large change because all the golden files were updated.,"1,-1    ",1,-1,0
1444039024,9616802,2023/2/28,v3.4.0-rc1,Merging.,"1,-1    ",1,-1,0
1445583743,3626747,2023/2/28,v3.4.0-rc1,cc @cloud-fan  Could you help to review this PR? Thanks,"1,-1    ",1,-1,0
1447456449,3182036,2023/2/28,v3.4.0-rc1,how do other operators support CSE in whole-stage-codegen? also cc @viirya ,"1,-3    ",1,-3,-2
1449275235,3626747,2023/2/28,v3.4.0-rc1,"Hi, @cloud-fan 
I have updated the PR description and code to support more CSE cases following the three steps.","1,-1    ",1,-1,0
1453516931,3626747,2023/2/28,v3.4.0-rc1,"Hi, @cloud-fan @viirya 
I updated the PR and support subexpression elimination in FilterExec and JoinExec.
We can support some other operator subexpression elimination in two steps.
Do you have any good advice?","1,-1    ",1,-1,0
1508789020,3626747,2023/2/28,v3.4.0-rc1,"Use https://github.com/apache/spark/pull/40713 instead of this PR, close it.","2,-1    ",2,-1,1
1444830537,9616802,2023/2/28,v3.4.0-rc1,Merging. Thanks!,"2,-2    ",2,-2,0
1449252377,7322292,2023/2/28,v3.4.0-rc1,do we still need `message SQL` in relations.proto?,"2,-2    ",2,-2,0
1449328002,3421,2023/2/28,v3.4.0-rc1,"Yes, during eager execution the server generates the SQL relation if it's not a command. ","1,-1    ",1,-1,0
1449610069,7322292,2023/2/28,v3.4.0-rc1,merged into master/branch-3.4,"1,-1    ",1,-1,0
1451296217,9700541,2023/2/28,v3.4.0-rc1,"I made a PR.
- https://github.com/apache/spark/pull/40246","2,-2    ",2,-2,0
1444617521,1317309,2023/2/28,v3.4.0-rc1,Thanks! Merged to master.,"1,-1    ",1,-1,0
1445041550,1317309,2023/2/28,v3.4.0-rc1,Thanks! Merging to master.,"1,-1    ",1,-1,0
1444530972,100322362,2023/2/28,v3.4.0-rc1,@HeartSaVioR - please take a look. Thx,"1,-1    ",1,-1,0
1444903424,100322362,2023/2/28,v3.4.0-rc1,@HeartSaVioR - looks like the tests finished fine. Not sure why the Actions result is not updated here,"2,-2    ",2,-2,0
1445041909,1317309,2023/2/28,v3.4.0-rc1,Thanks! Merging to master.,"1,-2    ",1,-2,-1
1444587648,1938382,2023/2/28,v3.4.0-rc1,@hvanhovell ,"1,-1    ",1,-1,0
1445171880,9616802,2023/2/28,v3.4.0-rc1,"I am merging this one. Can you do persist in a follow-up?
","1,-1    ",1,-1,0
1444884892,6477701,2023/2/28,v3.4.0-rc1,Merged to master and branch-3.4.,"1,-1    ",1,-1,0
1444807986,1938382,2023/2/28,v3.4.0-rc1,"LGTM

What is the default source BTW? ","1,-2    ",1,-2,-1
1444823976,506656,2023/2/28,v3.4.0-rc1,"> What is the default source BTW?

If format is not set, the value from SQL conf 'spark.sql.sources.default' will be used.","2,-1    ",2,-1,1
1445173286,9616802,2023/2/28,v3.4.0-rc1,Merging.,"1,-1    ",1,-1,0
1444806239,1938382,2023/2/28,v3.4.0-rc1,@hvanhovell ,"1,-1    ",1,-1,0
1445171335,9616802,2023/2/28,v3.4.0-rc1,Merging. Thanks!,"1,-1    ",1,-1,0
1445170286,9616802,2023/2/28,v3.4.0-rc1,"Merging, thanks for doing this!","1,-1    ",1,-1,0
1444905157,4190164,2023/2/28,v3.4.0-rc1,cc @hvanhovell @amaliujia @LuciferYang I am a bit tired of losing `// scalastyle:ignore funsuite` when my imports get auto formatted. Let's move to this `ConnectFunSuite`,"2,-1    ",2,-1,1
1444937486,4190164,2023/2/28,v3.4.0-rc1,cc @vicennial too!,"1,-2    ",1,-2,-1
1445171047,9616802,2023/2/28,v3.4.0-rc1,Merging. FYI - we are planning a refactor of Catalyst soon (post 3.4) and then we will integrate this with Spark's exception and error framework.,"1,-1    ",1,-1,0
1445189613,9700541,2023/2/28,v3.4.0-rc1,"> Merging. FYI - we are planning a refactor of Catalyst soon (post 3.4) and then we will integrate this with Spark's exception and error framework.

Thank you for sharing the future plan, @hvanhovell !","1,-1    ",1,-1,0
1445516304,6477701,2023/2/28,v3.4.0-rc1,Merged to master and branch-3.4.,"1,-2    ",1,-2,-1
1445528865,7322292,2023/2/28,v3.4.0-rc1,"late LGTM, thanks!","1,-2    ",1,-2,-1
1445041525,47717334,2023/2/28,v3.4.0-rc1,Can someone please help in creating issue for this pull request ? I do not have a ASF Jira account.,"1,-1    ",1,-1,0
1445168808,47577197,2023/2/28,v3.4.0-rc1,[private@spark.apache.org](mailto:private@spark.apache.org),"1,-1    ",1,-1,0
1448124856,47717334,2023/2/28,v3.4.0-rc1,@maropu @HyukjinKwon  ,"1,-1    ",1,-1,0
1471571501,47717334,2023/2/28,v3.4.0-rc1,retest this please,"1,-1    ",1,-1,0
1471587034,47717334,2023/2/28,v3.4.0-rc1,Gentle ping!! @gengliangwang  @cloud-fan @viirya @Ngone51 @maropu @HyukjinKwon. ,"1,-1    ",1,-1,0
1471587177,47577197,2023/2/28,v3.4.0-rc1,you must enable github action on yours repo https://github.com/apache/spark/pull/40171/checks?check_run_id=11594767505 ,"1,-2    ",1,-2,-1
1445228075,1938382,2023/2/28,v3.4.0-rc1,@hvanhovell ,"2,-1    ",2,-1,1
1445518268,6477701,2023/2/28,v3.4.0-rc1,Merged to master and branch-3.4.,"2,-1    ",2,-1,1
1445232248,1938382,2023/2/28,v3.4.0-rc1,@hvanhovell ,"1,-1    ",1,-1,0
1445252735,9616802,2023/2/28,v3.4.0-rc1,Merging.,"1,-1    ",1,-1,0
1445245652,1938382,2023/2/28,v3.4.0-rc1,@hvanhovell ,"1,-1    ",1,-1,0
1445246195,1938382,2023/2/28,v3.4.0-rc1,Preferring https://github.com/apache/spark/pull/40173 over this PR.,"1,-1    ",1,-1,0
1445462573,9616802,2023/2/28,v3.4.0-rc1,@cloud-fan can you take a look?,"1,-1    ",1,-1,0
1446306643,9616802,2023/2/28,v3.4.0-rc1,Merging,"1,-1    ",1,-1,0
1447458438,3182036,2023/2/28,v3.4.0-rc1,late LGTM,"2,-1    ",2,-1,1
1445521025,9616802,2023/2/28,v3.4.0-rc1,Merging,"1,-1    ",1,-1,0
1445521369,9616802,2023/2/28,v3.4.0-rc1,Thanks for doing this!,"3,-1    ",3,-1,2
1445586703,9700541,2023/2/28,v3.4.0-rc1,Thank you for doing this too!,"2,-1    ",2,-1,1
1445494765,5399861,2023/2/28,v3.4.0-rc1,cc @cloud-fan @ulysses-you,"1,-1    ",1,-1,0
1445418994,47577197,2023/2/28,v3.4.0-rc1,@srowen @dongjoon-hyun @viirya,"2,-1    ",2,-1,1
1445419415,47577197,2023/2/28,v3.4.0-rc1,And CC @xinrong-meng This is for updating documentation for spark 3.4 release.  ,"1,-1    ",1,-1,0
1445501146,9700541,2023/2/28,v3.4.0-rc1,"To be clear, the code change itself looks okay, @bjornjorgensen .","1,-1    ",1,-1,0
1445501633,9700541,2023/2/28,v3.4.0-rc1,"Lastly, are you claiming a followup across `spark-website` and `spark` repositories? To me, `[FOLLOWUP]` doesn't make sense at all in that case, @bjornjorgensen .","2,-1    ",2,-1,1
1445501723,9700541,2023/2/28,v3.4.0-rc1,"Also, cc @HyukjinKwon .","1,-1    ",1,-1,0
1445591135,9616802,2023/2/28,v3.4.0-rc1,Merging.,"2,-1    ",2,-1,1
1445559302,9700541,2023/2/28,v3.4.0-rc1,"Could you review this editorial patch, @HyukjinKwon and @viirya ?","1,-1    ",1,-1,0
1445587270,9700541,2023/2/28,v3.4.0-rc1,Thank you! Merged to master/3.4.,"1,-1    ",1,-1,0
1445615890,9700541,2023/2/28,v3.4.0-rc1,"Hi, @viirya . Could you review this PR too?","1,-1    ",1,-1,0
1445625931,9700541,2023/2/28,v3.4.0-rc1,Let me close this and fix the branch first.,"1,-1    ",1,-1,0
1445894470,5275075,2023/2/28,v3.4.0-rc1,@wangyum ,"1,-1    ",1,-1,0
1487904058,5275075,2023/3/1,v3.4.0-rc1,"cc @cloud-fan , thanks","2,-1    ",2,-1,1
1445628852,9700541,2023/3/1,v3.4.0-rc1,cc @viirya ,"1,-1    ",1,-1,0
1445636922,9700541,2023/3/1,v3.4.0-rc1,"Now, it passed. 
![Screenshot 2023-02-26 at 7 25 33 PM](https://user-images.githubusercontent.com/9700541/221465853-833cb047-d751-43f1-a341-7a6b01f5ce21.png)
","1,-1    ",1,-1,0
1445651565,9700541,2023/3/1,v3.4.0-rc1,"Thank you so much, @hvanhovell . Sorry for the troubles.","1,-1    ",1,-1,0
1445652117,9700541,2023/3/1,v3.4.0-rc1,Merged to master/3.4.,"1,-1    ",1,-1,0
1445724214,68855,2023/3/1,v3.4.0-rc1,Looks good.,"1,-2    ",1,-2,-1
1445745535,9700541,2023/3/1,v3.4.0-rc1,"Thank you, @viirya . Sorry for missing at the first PR.","1,-1    ",1,-1,0
1445656241,1938382,2023/3/1,v3.4.0-rc1,@hvanhovell ,"1,-1    ",1,-1,0
1445682796,9616802,2023/3/1,v3.4.0-rc1,@amaliujia can you please update the compatibility test for these?,"1,-1    ",1,-1,0
1446861766,1938382,2023/3/1,v3.4.0-rc1,@hvanhovell Compatibility tests updated,"2,-1    ",2,-1,1
1448653567,1938382,2023/3/1,v3.4.0-rc1,@hvanhovell I should make the Compatibility list correct now.,"1,-1    ",1,-1,0
1449124523,9616802,2023/3/1,v3.4.0-rc1,"Merging
","2,-1    ",2,-1,1
1446848451,1938382,2023/3/1,v3.4.0-rc1,Late LGTM!,"1,-3    ",1,-3,-2
1446301464,9616802,2023/3/1,v3.4.0-rc1,Merging.,"1,-1    ",1,-1,0
1446853871,1938382,2023/3/1,v3.4.0-rc1,Late LGTM!,"1,-1    ",1,-1,0
1447507928,1317309,2023/3/1,v3.4.0-rc1,Thanks! Merging to master.,"1,-3    ",1,-3,-2
1445889649,1317309,2023/3/1,v3.4.0-rc1,"If possible, this change should be ideally incorporated to the doc of Spark 3.4.0. It'd be nice if we can review and merge before 3.4.0 RC passed.","1,-1    ",1,-1,0
1445891074,1317309,2023/3/1,v3.4.0-rc1,cc. @zsxwing @viirya @HyukjinKwon,"2,-1    ",2,-1,1
1445948821,6477701,2023/3/1,v3.4.0-rc1,cc @allanf-db FYI as we would put this Python example first too in your PR ,"1,-1    ",1,-1,0
1447285732,1317309,2023/3/1,v3.4.0-rc1,Thanks! Merging to master/3.4.,"1,-1    ",1,-1,0
1446348023,5399861,2023/3/1,v3.4.0-rc1,cc @sunchao  @cloud-fan @huaxingao ,"1,-3    ",1,-3,-2
1467139918,5399861,2023/3/1,v3.4.0-rc1,Merged to master.,"1,-1    ",1,-1,0
1446278547,6477701,2023/3/1,v3.4.0-rc1,cc @Yikun FYI,"1,-1    ",1,-1,0
1447477225,1475305,2023/3/1,v3.4.0-rc1,"This pr often conflicts....

","1,-1    ",1,-1,0
1447532241,6477701,2023/3/1,v3.4.0-rc1,cc @hvanhovell too FYI,"1,-1    ",1,-1,0
1450433667,9616802,2023/3/1,v3.4.0-rc1,@LuciferYang can we close this one in favor of https://github.com/apache/spark/pull/40213?,"1,-1    ",1,-1,0
1451080327,1475305,2023/3/1,v3.4.0-rc1,"> @LuciferYang can we close this one in favor of #40213?

OK, let me close this one and focus on https://github.com/apache/spark/pull/40213

","1,-1    ",1,-1,0
1447448235,3182036,2023/3/1,v3.4.0-rc1,"thanks, merging to master/3.4!","1,-1    ",1,-1,0
1446443930,3182036,2023/3/1,v3.4.0-rc1,I agree with this change. This should be ok for tracking duration of speculative tasks. cc @mridulm ,"1,-1    ",1,-1,0
1446641305,822522,2023/3/1,v3.4.0-rc1,"This wouldn't change any user-facing results right? this is just internal? seems OK if so. If it changed, for example, the result of PERCENTILE somewhere, that could be an issue","1,-1    ",1,-1,0
1447649892,1591700,2023/3/1,v3.4.0-rc1,"My main concern is for tasksets with very low number of tasks, where the change can result in nontrivial difference.
Given the performance impact is minimal overall, I am not convinced whether we want to make this change.

Does this still show up in the flamegraphs based on the earlier experiments you did @alkis ?","1,-1    ",1,-1,0
1447719888,3182036,2023/3/1,v3.4.0-rc1,"The pyspark failure is totally unrelated. I'm merging it to master, thanks!","1,-1    ",1,-1,0
1447351035,44179472,2023/3/1,v3.4.0-rc1,"@cloud-fan, @jiangxb1987, could you review this? ","1,-1    ",1,-1,0
1451370644,1580697,2023/3/1,v3.4.0-rc1,"+1, LGTM. Merging to master/3.4.
Thank you, @jiang13021.","1,-1    ",1,-1,0
1451372140,1580697,2023/3/1,v3.4.0-rc1,@jiang13021 Congratulations with the first contribution to Apache Spark!,"2,-1    ",2,-1,1
1451372811,1580697,2023/3/1,v3.4.0-rc1,@jiang13021 The changes causes some conflicts in branch-3.3. Could you open a separate PR with a backport to Spark 3.3.,"2,-1    ",2,-1,1
1451819657,45600652,2023/3/1,v3.4.0-rc1,"> @jiang13021 The changes causes some conflicts in branch-3.3. Could you open a separate PR with a backport to Spark 3.3.
Thanks for your review. Do you mean launch a new PR to branch-3.3? Here it is: https://github.com/apache/spark/pull/40253","1,-1    ",1,-1,0
1451827970,1580697,2023/3/1,v3.4.0-rc1,"> Do you mean launch a new PR to branch-3.3? Here it is: https://github.com/apache/spark/pull/40253

Yep. Thank you.","1,-1    ",1,-1,0
1447471031,35296098,2023/3/1,v3.4.0-rc1,"> > 
> 
> 




> You are suggesting a breaking change here. The existing behavior is correct and consistent with old Spark versions. I guess we need to revise the test comment instead, @huangxiaopingRD .

Sorry, I don't understand what you say we should do next. I want to make this change just because I think the default format of Spark's data source is parquet, and I think the default fileformat of ""`create table`"" should be consistent with the default value (parquet) of ""spark.sql.sources.default"".","1,-1    ",1,-1,0
1449375189,13965087,2023/3/1,v3.4.0-rc1,"In my test, the hive table format depends on the conf `hive.default.fileformat` when set `spark.sql.legacy.createHiveTableByDefault` is true . And if `spark.sql.legacy.createHiveTableByDefault` is false, it hive table format depends on the conf `spark.sql.sources.default` .

I think it's reasonable .

So maybe we should only fix the describtion of the https://github.com/apache/spark/blob/master/docs/sql-ref-syntax-ddl-create-table-datasource.md?plain=1#L121 ?","1,-1    ",1,-1,0
1450064629,35296098,2023/3/1,v3.4.0-rc1,"> In my test, the hive table format depends on the conf `hive.default.fileformat` when set `spark.sql.legacy.createHiveTableByDefault` is true . And if `spark.sql.legacy.createHiveTableByDefault` is false, it hive table format depends on the conf `spark.sql.sources.default` .
> 
> I think it's reasonable .
> 
> So maybe we should only fix the describtion of the https://github.com/apache/spark/blob/master/docs/sql-ref-syntax-ddl-create-table-datasource.md?plain=1#L121 ?

I agree with you. I will launch another PR to modify the description of the document. Thanks @zzzzming95 

what do you think about this? @dongjoon-hyun ","1,-1    ",1,-1,0
1446908271,9616802,2023/3/1,v3.4.0-rc1,Merging.,"1,-1    ",1,-1,0
1449015094,66282705,2023/3/1,v3.4.0-rc1,cc @srielau ,"2,-1    ",2,-1,1
1449343284,1580697,2023/3/1,v3.4.0-rc1,"+1, LGTM. Merging to master.
Thank you, @allisonwang-db.","1,-1    ",1,-1,0
1447225712,9700541,2023/3/1,v3.4.0-rc1,"cc @WeichenXu123 , @HyukjinKwon ","1,-1    ",1,-1,0
1447340266,6477701,2023/3/1,v3.4.0-rc1,@jzhuge let's fix the PR description. This technically does not revert https://github.com/apache/spark/pull/38699 but fixes a mistake that removed the code (that author and reviewers thought it's a duplicate).,"1,-1    ",1,-1,0
1447455996,6477701,2023/3/1,v3.4.0-rc1,nit but mind fixing up the PR description? want to merge it now :-),"1,-1    ",1,-1,0
1447461080,1883812,2023/3/1,v3.4.0-rc1,Updated the PR description,"1,-1    ",1,-1,0
1447467586,6477701,2023/3/1,v3.4.0-rc1,"Merged to master, branch-3.4, branch-3.3, and branch-3.2.","1,-1    ",1,-1,0
1446959797,1938382,2023/3/1,v3.4.0-rc1,@hvanhovell ,"1,-1    ",1,-1,0
1447051899,1938382,2023/3/1,v3.4.0-rc1,@hvanhovell done.,"1,-1    ",1,-1,0
1447325044,6477701,2023/3/1,v3.4.0-rc1,Merged to master and branch-3.4.,"1,-1    ",1,-1,0
1447485217,9700541,2023/3/1,v3.4.0-rc1,"Could you check the failures or re-trigger the CI for this PR, @aokolnychyi ?","1,-1    ",1,-1,0
1447551597,6235869,2023/3/1,v3.4.0-rc1,Test failures don't seem to be related. I see similar failures on other PRs. I think the root cause has been recently reverted in master.,"1,-1    ",1,-1,0
1447564604,9700541,2023/3/1,v3.4.0-rc1,"You need to re-trigger CI, @aokolnychyi , because we cannot re-trigger for you.","1,-1    ",1,-1,0
1447808792,9700541,2023/3/1,v3.4.0-rc1,"Merged to master/3.4 for Apache Spark 3.4.0.
Thank you, @aokolnychyi and all!","1,-1    ",1,-1,0
1448505299,6235869,2023/3/1,v3.4.0-rc1,"Thank you, @dongjoon-hyun @huaxingao @cloud-fan!","1,-1    ",1,-1,0
1447540397,6477701,2023/3/1,v3.4.0-rc1,Merged to master and branch-3.4.,"1,-1    ",1,-1,0
1534265498,8486025,2023/3/1,v3.4.0-rc1,ping @cloud-fan ,"1,-1    ",1,-1,0
1447470558,6235869,2023/3/1,v3.4.0-rc1,cc @huaxingao @cloud-fan @dongjoon-hyun @sunchao @viirya ,"1,-1    ",1,-1,0
1447477469,6235869,2023/3/1,v3.4.0-rc1,"@dongjoon-hyun, thanks, I overlooked. I corrected the JIRA description and added 3.3.3 as well but feel free to adjust the list of versions as needed.","1,-1    ",1,-1,0
1447483660,9700541,2023/3/1,v3.4.0-rc1,Thank you!,"1,-1    ",1,-1,0
1447570541,9700541,2023/3/1,v3.4.0-rc1,Could you rebase to the `master` branch?,"1,-1    ",1,-1,0
1447605704,3182036,2023/3/1,v3.4.0-rc1,"This is a good catch! I think the fix can be simpler: we encode the raw type information in the root `StructField`, so we don't need to decode it recursively. We can restore the raw type at the very beginning:
```
def resolveOutputColumns(
    ...,
    expected: Seq[Attribute],
    ...) {
    val actualExpectedCols = expected.map { attr =>
        attr.withDataType(restore(attr.metadata).getOrElse(attr.dataType))
    }
}
``` ","1,-1    ",1,-1,0
1447651920,6235869,2023/3/1,v3.4.0-rc1,"@cloud-fan, are you thinking of passing raw types all the way? I actually considered that but my worry was we will have to modify `checkField` casting logic as it seems we can't use the raw type there.

```
  private def checkField(
      tableAttr: Attribute,
      queryExpr: NamedExpression,
      byName: Boolean,
      conf: SQLConf,
      addError: String => Unit,
      colPath: Seq[String]): Option[NamedExpression] = {

    val storeAssignmentPolicy = conf.storeAssignmentPolicy
    lazy val outputField = if (tableAttr.dataType.sameType(queryExpr.dataType) &&
      tableAttr.name == queryExpr.name &&
      tableAttr.metadata == queryExpr.metadata) {
      Some(queryExpr)
    } else {
      val casted = storeAssignmentPolicy match {
        case StoreAssignmentPolicy.ANSI =>
          val cast = Cast(queryExpr, tableAttr.dataType, Option(conf.sessionLocalTimeZone),
            ansiEnabled = true)
          cast.setTagValue(Cast.BY_TABLE_INSERTION, ())
          checkCastOverflowInTableInsert(cast, colPath.quoted)
        case StoreAssignmentPolicy.LEGACY =>
          Cast(queryExpr, tableAttr.dataType, Option(conf.sessionLocalTimeZone),
            ansiEnabled = false)
        case _ =>
          Cast(queryExpr, tableAttr.dataType, Option(conf.sessionLocalTimeZone))
      }
      val exprWithStrLenCheck = if (conf.charVarcharAsString) {
        casted
      } else {
        CharVarcharUtils.stringLengthCheck(casted, tableAttr)
      }
      // Renaming is needed for handling the following cases like
      // 1) Column names/types do not match, e.g., INSERT INTO TABLE tab1 SELECT 1, 2
      // 2) Target tables have column metadata
      Some(Alias(exprWithStrLenCheck, tableAttr.name)(explicitMetadata = Some(tableAttr.metadata)))
    }

    storeAssignmentPolicy match {
      case StoreAssignmentPolicy.LEGACY =>
        outputField

      case StoreAssignmentPolicy.STRICT | StoreAssignmentPolicy.ANSI =>
        // run the type check first to ensure type errors are present
        val canWrite = DataType.canWrite(
          queryExpr.dataType, tableAttr.dataType, byName, conf.resolver, colPath.quoted,
          storeAssignmentPolicy, addError)
        if (queryExpr.nullable && !tableAttr.nullable) {
          addError(s""Cannot write nullable values to non-null column '${colPath.quoted}'"")
          None

        } else if (!canWrite) {
          None

        } else {
          outputField
        }
    }
  }
```","1,-1    ",1,-1,0
1447654974,6235869,2023/3/1,v3.4.0-rc1,"@cloud-fan, passing raw types from the start would be simper and more efficient but we will have to modify `checkField` to work with raw types. Let me know if I got you correctly.","1,-1    ",1,-1,0
1447718309,3182036,2023/3/1,v3.4.0-rc1,"Yea, we will have to modify `checkField`. We can replace char/varchar type with string type in `checkField` so that most code can be unchanged, and only use the raw type for length check related logic.","1,-1    ",1,-1,0
1448503358,6235869,2023/3/1,v3.4.0-rc1,"Sounds good, I'll make the change today.","1,-1    ",1,-1,0
1449501496,3182036,2023/3/1,v3.4.0-rc1,"thanks, merging to master/3.4!","1,-1    ",1,-1,0
1449503428,9700541,2023/3/1,v3.4.0-rc1,"Thank you, @aokolnychyi , @cloud-fan , @huaxingao , @viirya !","1,-1    ",1,-1,0
1450710472,6235869,2023/3/1,v3.4.0-rc1,"Thanks for reviewing, @dongjoon-hyun @cloud-fan @huaxingao @viirya!","1,-1    ",1,-1,0
1447604135,9700541,2023/3/2,v3.4.0-rc2,It seems that `lint-scala` complain again. Could you apply `./dev/lint-scala`?,"1,-1    ",1,-1,0
1448645023,9700541,2023/3/2,v3.4.0-rc2,"Scala/Java linter passed. Merged to master/3.4. Thank you, @hvanhovell and all!","1,-1    ",1,-1,0
1447506796,1317309,2023/3/2,v3.4.0-rc2,cc. @HyukjinKwon @viirya Sorry to bug you but can I get another quick review for this? My bad.,"1,-1    ",1,-1,0
1447534680,1317309,2023/3/2,v3.4.0-rc2,Thanks! Merging to master/3.4.,"1,-1    ",1,-1,0
1447564499,68855,2023/3/2,v3.4.0-rc2,Looks good to me.,"1,-1    ",1,-1,0
1447553959,6477701,2023/3/2,v3.4.0-rc2,cc @gengliangwang sorry for many followups ..  I don't know why I missed this ... this is the last followup.,"1,-1    ",1,-1,0
1447601513,1097932,2023/3/2,v3.4.0-rc2,@HyukjinKwon I also verified MathFunctionsSuite can pass with ANSI Enabled ,"1,-1    ",1,-1,0
1447757856,6477701,2023/3/2,v3.4.0-rc2,Merged to master and branch-3.4.,"1,-1    ",1,-1,0
1447610873,7322292,2023/3/2,v3.4.0-rc2,@HyukjinKwon @grundprinzip @amaliujia @hvanhovell @ueshin ,"1,-1    ",1,-1,0
1448497999,9616802,2023/3/2,v3.4.0-rc2,Merging.,"1,-1    ",1,-1,0
1449143151,7322292,2023/3/2,v3.4.0-rc2,thanks for the reviews!,"1,-1    ",1,-1,0
1449193517,8326978,2023/3/2,v3.4.0-rc2,"thanks, merged to master and 3.4","1,-2    ",1,-2,-1
1447620208,7322292,2023/3/2,v3.4.0-rc2,cc @WeichenXu123 ,"1,-1    ",1,-1,0
1447653122,1883812,2023/3/2,v3.4.0-rc2,"@HyukjinKwon The change is pretty simple. Did I miss anything?

Should we add this to release notes? Since this PR changes the behavior described by SPARK-28843.","1,-1    ",1,-1,0
1448549056,1883812,2023/3/2,v3.4.0-rc2,"> Did you check these envs are also set correctly ?

@WeichenXu123 It is ok to set default OMP_NUM_THREADS to driver cores. ""Task"" only applies to executors.","1,-1    ",1,-1,0
1449175374,1883812,2023/3/2,v3.4.0-rc2,Test `KafkaMicroBatchV1SourceWithAdminSuite` failed. Not sure it is related.,"1,-1    ",1,-1,0
1449218552,6477701,2023/3/2,v3.4.0-rc2,Will merge this one in few days if there aren't any objection.,"1,-1    ",1,-1,0
1451082899,6477701,2023/3/2,v3.4.0-rc2,Merged to master,"2,-1    ",2,-1,1
