Positive	Negative	Text
3	-3	<!--Thanks for sending a pull request!  Here are some tips for you:  1. If this is your first time, please read our contributor guidelines: https://spark.apache.org/contributing.html  2. Ensure you have added or run the appropriate tests for your PR: https://spark.apache.org/developer-tools.html  3. If the PR is unfinished, add '[WIP]' in your PR title, e.g., '[WIP][SPARK-XXXX] Your PR title ...'.  4. Be sure to keep the PR description updated to reflect all changes.  5. Please write your PR title to summarize what this PR proposes.  6. If possible, provide a concise example to reproduce the issue for a faster review.  7. If you want to add a new configuration, please read the guideline first for naming configurations in     'core/src/main/scala/org/apache/spark/internal/config/ConfigEntry.scala'.  8. If you want to add or modify an error type or message, please read the guideline first in     'core/src/main/resources/error/README.md'.-->### What changes were proposed in this pull request?<!--Please clarify what changes you are proposing. The purpose of this section is to outline the changes and how this PR fixes the issue. If possible, please consider writing useful notes for better and faster reviews in your PR. See the examples below.  1. If you refactor some codes with changing classes, showing the class hierarchy will help reviewers.  2. If you fix some SQL features, you can provide some references of other DBMSes.  3. If there is design documentation, please add the link.  4. If there is a discussion in the mailing list, please add the link.-->SPARK-42657 is for Spark 3.5.0.### Why are the changes needed?<!--Please clarify why the changes are needed. For instance,  1. If you propose a new API, clarify the use case for a new API.  2. If you fix a bug, you can clarify why it is a bug.-->Fix the wrong API version### Does this PR introduce _any_ user-facing change?<!--Note that it means *any* user-facing change including all aspects such as the documentation fix.If yes, please clarify the previous behavior and the change this PR proposes - provide the console output, description and/or an example to show the behavior difference if possible.If possible, please also clarify if this is a user-facing change compared to the released Spark versions or within the unreleased branches such as master.If no, write 'No'.-->No.### How was this patch tested?<!--If tests were added, say they were added here. Please make sure to add some test cases that check the changes thoroughly including negative and positive cases if possible.If it was tested in a way different from regular unit tests, please clarify how you tested step by step, ideally copy and paste-able, so that other reviewers can test and check, and descendants can verify in the future.If tests were not added, please describe why they were not added and/or why it was difficult to add.If benchmark tests were added, please run the benchmarks in GitHub Actions for the consistent environment, and the instructions could accord to: https://spark.apache.org/developer-tools.html#github-workflow-benchmarks.-->Passing GA.
3	-3	### What changes were proposed in this pull request?Currently, Spark supports the `array_insert` and `array_prepend`. Users insert an element into the head of array is common operation. Considered, we want make array_prepend reuse the implementation of array_insert, but it seems a bit performance worse if the position is foldable and positive.The reason is that always do the check for position is negative or positive, and the code is too long. Too long code will lead to JIT failed.### Why are the changes needed?Improve ArrayInsert if the position is foldable and positive.### Does this PR introduce _any_ user-facing change?'No'.Just change the inner implementation.### How was this patch tested?Exists test cases.
3	-2	<!--Thanks for sending a pull request!  Here are some tips for you:  1. If this is your first time, please read our contributor guidelines: https://spark.apache.org/contributing.html  2. Ensure you have added or run the appropriate tests for your PR: https://spark.apache.org/developer-tools.html  3. If the PR is unfinished, add '[WIP]' in your PR title, e.g., '[WIP][SPARK-XXXX] Your PR title ...'.  4. Be sure to keep the PR description updated to reflect all changes.  5. Please write your PR title to summarize what this PR proposes.  6. If possible, provide a concise example to reproduce the issue for a faster review.  7. If you want to add a new configuration, please read the guideline first for naming configurations in     'core/src/main/scala/org/apache/spark/internal/config/ConfigEntry.scala'.  8. If you want to add or modify an error type or message, please read the guideline first in     'core/src/main/resources/error/README.md'.-->### What changes were proposed in this pull request?<!--Please clarify what changes you are proposing. The purpose of this section is to outline the changes and how this PR fixes the issue. If possible, please consider writing useful notes for better and faster reviews in your PR. See the examples below.  1. If you refactor some codes with changing classes, showing the class hierarchy will help reviewers.  2. If you fix some SQL features, you can provide some references of other DBMSes.  3. If there is design documentation, please add the link.  4. If there is a discussion in the mailing list, please add the link.-->Implemented `dropDuplicatesWithinWatermark` Python API for Spark Connect. This change is based on a previous [commit](https://github.com/apache/spark/commit/0e9e34c1bd9bd16ad5efca77ce2763eb950f3103) that introduced `dropDuplicatesWithinWatermark` API in Spark.### Why are the changes needed?<!--Please clarify why the changes are needed. For instance,  1. If you propose a new API, clarify the use case for a new API.  2. If you fix a bug, you can clarify why it is a bug.-->We recently introduced dropDuplicatesWithinWatermark API in Spark ([commit link](https://github.com/apache/spark/commit/0e9e34c1bd9bd16ad5efca77ce2763eb950f3103)). We want to bring parity to the Spark Connect.### Does this PR introduce _any_ user-facing change?<!--Note that it means *any* user-facing change including all aspects such as the documentation fix.If yes, please clarify the previous behavior and the change this PR proposes - provide the console output, description and/or an example to show the behavior difference if possible.If possible, please also clarify if this is a user-facing change compared to the released Spark versions or within the unreleased branches such as master.If no, write 'No'.-->Yes, this introduces a new public API, dropDuplicatesWithinWatermark in Spark Connect.### How was this patch tested?<!--If tests were added, say they were added here. Please make sure to add some test cases that check the changes thoroughly including negative and positive cases if possible.If it was tested in a way different from regular unit tests, please clarify how you tested step by step, ideally copy and paste-able, so that other reviewers can test and check, and descendants can verify in the future.If tests were not added, please describe why they were not added and/or why it was difficult to add.If benchmark tests were added, please run the benchmarks in GitHub Actions for the consistent environment, and the instructions could accord to: https://spark.apache.org/developer-tools.html#github-workflow-benchmarks.-->Added new test cases in test suites.
3	-2	<!--Thanks for sending a pull request!  Here are some tips for you:  1. If this is your first time, please read our contributor guidelines: https://spark.apache.org/contributing.html  2. Ensure you have added or run the appropriate tests for your PR: https://spark.apache.org/developer-tools.html  3. If the PR is unfinished, add '[WIP]' in your PR title, e.g., '[WIP][SPARK-XXXX] Your PR title ...'.  4. Be sure to keep the PR description updated to reflect all changes.  5. Please write your PR title to summarize what this PR proposes.  6. If possible, provide a concise example to reproduce the issue for a faster review.  7. If you want to add a new configuration, please read the guideline first for naming configurations in     'core/src/main/scala/org/apache/spark/internal/config/ConfigEntry.scala'.  8. If you want to add or modify an error type or message, please read the guideline first in     'core/src/main/resources/error/README.md'.-->### What changes were proposed in this pull request?<!--Please clarify what changes you are proposing. The purpose of this section is to outline the changes and how this PR fixes the issue. If possible, please consider writing useful notes for better and faster reviews in your PR. See the examples below.  1. If you refactor some codes with changing classes, showing the class hierarchy will help reviewers.  2. If you fix some SQL features, you can provide some references of other DBMSes.  3. If there is design documentation, please add the link.  4. If there is a discussion in the mailing list, please add the link.-->This PR follows the https://github.com/antlr/antlr4/issues/192#issuecomment-15238595 to correct the current implementation of the **two-stage parsing strategy** in `AbstractSqlParser`.### Why are the changes needed?<!--Please clarify why the changes are needed. For instance,  1. If you propose a new API, clarify the use case for a new API.  2. If you fix a bug, you can clarify why it is a bug.-->This should be a long-standing issue, before [SPARK-38385](https://issues.apache.org/jira/browse/SPARK-38385), Spark uses `DefaultErrorStrategy`, and after [SPARK-38385](https://issues.apache.org/jira/browse/SPARK-38385) Spark uses class `SparkParserErrorStrategy() extends DefaultErrorStrategy`. It is not a correct implementation of the \"two-stage parsing strategy\"As mentioned in https://github.com/antlr/antlr4/issues/192#issuecomment-15238595> You can save a great deal of time on correct inputs by using a two-stage parsing strategy.>> 1. Attempt to parse the input using BailErrorStrategy and PredictionMode.SLL.>    If no exception is thrown, you know the answer is correct.> 2. If a ParseCancellationException is thrown, retry the parse using the default>    settings (DefaultErrorStrategy and PredictionMode.LL).### Does this PR introduce _any_ user-facing change?<!--Note that it means *any* user-facing change including all aspects such as the documentation fix.If yes, please clarify the previous behavior and the change this PR proposes - provide the console output, description and/or an example to show the behavior difference if possible.If possible, please also clarify if this is a user-facing change compared to the released Spark versions or within the unreleased branches such as master.If no, write 'No'.-->Yes, the Spark SQL parser becomes more powerful, SQL like `SELECT 1 UNION SELECT 2` parse succeeded after this change.### How was this patch tested?<!--If tests were added, say they were added here. Please make sure to add some test cases that check the changes thoroughly including negative and positive cases if possible.If it was tested in a way different from regular unit tests, please clarify how you tested step by step, ideally copy and paste-able, so that other reviewers can test and check, and descendants can verify in the future.If tests were not added, please describe why they were not added and/or why it was difficult to add.If benchmark tests were added, please run the benchmarks in GitHub Actions for the consistent environment, and the instructions could accord to: https://spark.apache.org/developer-tools.html#github-workflow-benchmarks.-->New UT is added.
1	-2	### What changes were proposed in this pull request?Expose the host and bearer token as properties of the`SparkConnectClient`.### Why are the changes needed?This allows for querying the connecting host and bearer tokengiven an instance of spark connect client.### Does this PR introduce _any_ user-facing change?Introduces two new properties `host` and `token` to the`SparkConnectClient` class### How was this patch tested?Unit tests
2	-3	### What changes were proposed in this pull request?`write jdbc` will test failed when test `ClientE2ETestSuite` using Java 11 & 17 without `-Phive` because the test case need `derby` in the classpath of `SimpleSparkConnectService` and `derby.jar` will only be copied to `assembly/target/scala-xxx/jars/` when build with `-Phive`.So this pr add check to ingore `write jdbc` when test without `-Phive`.### Why are the changes needed?Ingore `write jdbc` when test without `-Phive`.### Does this PR introduce _any_ user-facing change?No, just for test.### How was this patch tested?- Pass GitHub Actions- Manual test `ClientE2ETestSuite` using Java 11 & 17 without `-Phive````build/mvn clean install -Dtest=none -DwildcardSuites=org.apache.spark.sql.ClientE2ETestSuite   build/sbt \"connect-client-jvm/testOnly *ClientE2ETestSuite\"```Before```- write jdbc *** FAILED ***  io.grpc.StatusRuntimeException: INTERNAL: No suitable driver  at io.grpc.Status.asRuntimeException(Status.java:535)  at io.grpc.stub.ClientCalls$BlockingResponseStream.hasNext(ClientCalls.java:660)  at scala.collection.convert.Wrappers$JIteratorWrapper.hasNext(Wrappers.scala:45)  at scala.collection.Iterator.foreach(Iterator.scala:943)  at scala.collection.Iterator.foreach$(Iterator.scala:943)  at scala.collection.AbstractIterator.foreach(Iterator.scala:1431)  at org.apache.spark.sql.SparkSession.execute(SparkSession.scala:458)  at org.apache.spark.sql.DataFrameWriter.executeWriteOperation(DataFrameWriter.scala:257)  at org.apache.spark.sql.DataFrameWriter.saveInternal(DataFrameWriter.scala:221)  at org.apache.spark.sql.DataFrameWriter.save(DataFrameWriter.scala:218)```After```[info] - write jdbc !!! CANCELED !!! (0 milliseconds)[info]   org.apache.spark.sql.connect.client.util.IntegrationTestUtils.isSparkHiveJarAvailable was false (ClientE2ETestSuite.scala:196)[info]   org.scalatest.exceptions.TestCanceledException:[info]   at org.scalatest.Assertions.newTestCanceledException(Assertions.scala:475)[info]   at org.scalatest.Assertions.newTestCanceledException$(Assertions.scala:474)[info]   at org.scalatest.Assertions$.newTestCanceledException(Assertions.scala:1231)[info]   at org.scalatest.Assertions$AssertionsHelper.macroAssume(Assertions.scala:1310)[info]   at org.apache.spark.sql.ClientE2ETestSuite.$anonfun$new$16(ClientE2ETestSuite.scala:196)```
2	-1	### What changes were proposed in this pull request?Fix `SparkSQLCLIDriver` completer:- Replace Hive UDFs with Spark SQL UDFs.- Replace Hive conf with Spark SQL conf.- Replace Hive keywords with Spark SQL keywords.### Why are the changes needed?Get better tips.### Does this PR introduce _any_ user-facing change?No.### How was this patch tested?Manual test:```sh./dev/make-distribution.sh --name SPARK-43174 --tgz  -Phive -Phive-thriftserver -Pyarn```![manual testing](https://user-images.githubusercontent.com/5399861/232989054-e68e98b8-7858-4ad1-b4dd-070f11a956d4.gif)
1	-1	### What changes were proposed in this pull request?Deduplicate imports in Connect Tests### Why are the changes needed?for simplicity### Does this PR introduce _any_ user-facing change?No, test-only### How was this patch tested?updated unittests
2	-3	Bumps [jetty-server](https://github.com/eclipse/jetty.project) from 9.4.51.v20230217 to 10.0.14.<details><summary>Release notes</summary><p><em>Sourced from <a href=\"https://github.com/eclipse/jetty.project/releases\">jetty-server's releases</a>.</em></p><blockquote><h2>10.0.14</h2><h1>Special Thanks to the following Eclipse Jetty community members</h1><ul><li><a href=\"https://github.com/pzygielo\"><code>@​pzygielo</code></a> (Piotrek Żygieło)</li><li><a href=\"https://github.com/jluehe\"><code>@​jluehe</code></a> (jluehe)</li><li><a href=\"https://github.com/dzoech\"><code>@​dzoech</code></a> (Dominik Zöchbauer)</li></ul><h1>Changelog</h1><ul><li><a href=\"https://redirect.github.com/eclipse/jetty.project/issues/9344\">#9344</a> - Cleanup Multipart handling for CVE-2023-26048</li><li><a href=\"https://redirect.github.com/eclipse/jetty.project/issues/9343\">#9343</a> - URI Host Mismatch with optional Compliance modes</li><li><a href=\"https://redirect.github.com/eclipse/jetty.project/issues/9339\">#9339</a> - Cleanup Cookie Cutter handling for CVE-2023-26049</li><li><a href=\"https://redirect.github.com/eclipse/jetty.project/issues/9337\">#9337</a> - LowResourceMonitor.getReasons should include detailed reason instead of hard-coded message (<a href=\"https://github.com/jluehe\"><code>@​jluehe</code></a>)</li><li><a href=\"https://redirect.github.com/eclipse/jetty.project/issues/9334\">#9334</a> - Better support for Cookie RFC 2965 compliance</li><li><a href=\"https://redirect.github.com/eclipse/jetty.project/issues/9285\">#9285</a> - ContextHandler sends redirect on BaseResponse instead of Wrapped Response object from Handler chain</li><li><a href=\"https://redirect.github.com/eclipse/jetty.project/issues/9283\">#9283</a> - Configurable Unsafe Host Header Behaviors</li><li><a href=\"https://redirect.github.com/eclipse/jetty.project/issues/9188\">#9188</a> - Log as info exceptions from server after sending stop with StopMojo.</li><li><a href=\"https://redirect.github.com/eclipse/jetty.project/issues/9183\">#9183</a> - ConnectHandler may close the connection instead of sending 200 OK</li><li><a href=\"https://redirect.github.com/eclipse/jetty.project/issues/9128\">#9128</a> - Do not execute any phase for maven plugin :start (<a href=\"https://github.com/pzygielo\"><code>@​pzygielo</code></a>)</li><li><a href=\"https://redirect.github.com/eclipse/jetty.project/issues/9119\">#9119</a> - Wrong value of javax.servlet.forward.context_path attribute</li><li><a href=\"https://redirect.github.com/eclipse/jetty.project/issues/9092\">#9092</a> - Use ASM Bom</li><li><a href=\"https://redirect.github.com/eclipse/jetty.project/issues/9059\">#9059</a> - IteratingCallback not serializing close() and failed()</li><li><a href=\"https://redirect.github.com/eclipse/jetty.project/issues/9055\">#9055</a> - PathMappings optimizations</li><li><a href=\"https://redirect.github.com/eclipse/jetty.project/issues/7650\">#7650</a> - QueuedThreadPool: Stopped without executing or closing null (<a href=\"https://github.com/dzoech\"><code>@​dzoech</code></a>)</li></ul><h1>Dependencies</h1><ul><li><a href=\"https://redirect.github.com/eclipse/jetty.project/issues/9242\">#9242</a> - Bump infinispan-bom to 11.0.17.Final</li><li><a href=\"https://redirect.github.com/eclipse/jetty.project/issues/9359\">#9359</a> - Bump maven.version to 3.9.0</li><li><a href=\"https://redirect.github.com/eclipse/jetty.project/issues/9102\">#9102</a> - Bump org.apache.aries.spifly.dynamic.bundle to 1.3.6</li><li><a href=\"https://redirect.github.com/eclipse/jetty.project/issues/9098\">#9098</a> - Bump org.eclipse.osgi to 3.18.200</li><li><a href=\"https://redirect.github.com/eclipse/jetty.project/issues/9106\">#9106</a> - Bump org.eclipse.osgi.services to 3.11.100</li><li><a href=\"https://redirect.github.com/eclipse/jetty.project/issues/9097\">#9097</a> - Bump protostream to 4.6.0.Final</li><li><a href=\"https://redirect.github.com/eclipse/jetty.project/issues/9367\">#9367</a> - Bump tycho-p2-repository-plugin to 3.0.2</li></ul><h2>10.0.13</h2><h1>Special Thanks to the following Eclipse Jetty community members</h1><ul><li><a href=\"https://github.com/janvojt\"><code>@​janvojt</code></a> (Jan Vojt)</li><li><a href=\"https://github.com/joschi\"><code>@​joschi</code></a> (Jochen Schalanda)</li><li><a href=\"https://github.com/leonchen83\"><code>@​leonchen83</code></a> (Baoyi Chen)</li><li><a href=\"https://github.com/cowwoc\"><code>@​cowwoc</code></a> (Gili Tzabari)</li><li><a href=\"https://github.com/Vlatombe\"><code>@​Vlatombe</code></a> (Vincent Latombe)</li></ul><h1>Changelog</h1><ul><li><a href=\"https://redirect.github.com/eclipse/jetty.project/issues/9006\">#9006</a> - WebSocket Message InputStream read() returns signed byte</li><li><a href=\"https://redirect.github.com/eclipse/jetty.project/issues/8913\">#8913</a> - Review Jetty XML syntax to allow calling JDK methods</li></ul><!-- raw HTML omitted --></blockquote><p>... (truncated)</p></details><details><summary>Commits</summary><ul><li><a href=\"https://github.com/eclipse/jetty.project/commit/976721d0f3e903a243584d47870ad2f2c1bf9e55\"><code>976721d</code></a> Updating to version 10.0.14</li><li><a href=\"https://github.com/eclipse/jetty.project/commit/b7075161d015ddce23fbf3db873d5f6b539f6a6b\"><code>b707516</code></a> Fix osgi dependencies for update to org.eclipse.osgi.services.</li><li><a href=\"https://github.com/eclipse/jetty.project/commit/4d146412c8feac05c25d171b15c4f6ab4d42719b\"><code>4d14641</code></a> Fix <a href=\"https://redirect.github.com/eclipse/jetty.project/issues/9334\">#9334</a> Cookie Compliance (<a href=\"https://redirect.github.com/eclipse/jetty.project/issues/9402\">#9402</a>)</li><li><a href=\"https://github.com/eclipse/jetty.project/commit/f01d53895f8930e1ebc52c9d89944df14fe5d6f2\"><code>f01d538</code></a> Merge pull request <a href=\"https://redirect.github.com/eclipse/jetty.project/issues/9380\">#9380</a> from eclipse/dependabot/maven/jetty-10.0.x/org.apach...</li><li><a href=\"https://github.com/eclipse/jetty.project/commit/8b4f5eab4127bc6fd270451eac1d044e6c855b7b\"><code>8b4f5ea</code></a> Merge pull request <a href=\"https://redirect.github.com/eclipse/jetty.project/issues/9378\">#9378</a> from eclipse/dependabot/maven/jetty-10.0.x/org.ascii...</li><li><a href=\"https://github.com/eclipse/jetty.project/commit/840ef489223670a840189bda4c5544acdbe03405\"><code>840ef48</code></a> Merge pull request <a href=\"https://redirect.github.com/eclipse/jetty.project/issues/9372\">#9372</a> from eclipse/dependabot/maven/jetty-10.0.x/org.apach...</li><li><a href=\"https://github.com/eclipse/jetty.project/commit/cfb8d706250bba25a9439a91a6a173b303054261\"><code>cfb8d70</code></a> Merge pull request <a href=\"https://redirect.github.com/eclipse/jetty.project/issues/9371\">#9371</a> from eclipse/dependabot/maven/jetty-10.0.x/maven.sur...</li><li><a href=\"https://github.com/eclipse/jetty.project/commit/cfe6e91338293b91fc2642e92cc665d0244fa648\"><code>cfe6e91</code></a> Merge pull request <a href=\"https://redirect.github.com/eclipse/jetty.project/issues/9369\">#9369</a> from eclipse/dependabot/maven/jetty-10.0.x/org.apach...</li><li><a href=\"https://github.com/eclipse/jetty.project/commit/bce4fc2941ed76ea787be048cffe2f5cd45d5bb1\"><code>bce4fc2</code></a> Merge pull request <a href=\"https://redirect.github.com/eclipse/jetty.project/issues/9367\">#9367</a> from eclipse/dependabot/maven/jetty-10.0.x/org.eclip...</li><li><a href=\"https://github.com/eclipse/jetty.project/commit/610cee13c23c9a5757eb3c2f212582f1d8f6bf97\"><code>610cee1</code></a> Merge pull request <a href=\"https://redirect.github.com/eclipse/jetty.project/issues/9359\">#9359</a> from eclipse/dependabot/maven/jetty-10.0.x/maven.ver...</li><li>Additional commits viewable in <a href=\"https://github.com/eclipse/jetty.project/compare/jetty-9.4.51.v20230217...jetty-10.0.14\">compare view</a></li></ul></details><br />[![Dependabot compatibility score](https://dependabot-badges.githubapp.com/badges/compatibility_score?dependency-name=org.eclipse.jetty:jetty-server&package-manager=maven&previous-version=9.4.51.v20230217&new-version=10.0.14)](https://docs.github.com/en/github/managing-security-vulnerabilities/about-dependabot-security-updates#about-compatibility-scores)Dependabot will resolve any conflicts with this PR as long as you don't alter it yourself. You can also trigger a rebase manually by commenting `@dependabot rebase`.[//]: # (dependabot-automerge-start)[//]: # (dependabot-automerge-end)---<details><summary>Dependabot commands and options</summary><br />You can trigger Dependabot actions by commenting on this PR:- `@dependabot rebase` will rebase this PR- `@dependabot recreate` will recreate this PR, overwriting any edits that have been made to it- `@dependabot merge` will merge this PR after your CI passes on it- `@dependabot squash and merge` will squash and merge this PR after your CI passes on it- `@dependabot cancel merge` will cancel a previously requested merge and block automerging- `@dependabot reopen` will reopen this PR if it is closed- `@dependabot close` will close this PR and stop Dependabot recreating it. You can achieve the same result by closing it manually- `@dependabot ignore this major version` will close this PR and stop Dependabot creating any more for this major version (unless you reopen the PR or upgrade to it yourself)- `@dependabot ignore this minor version` will close this PR and stop Dependabot creating any more for this minor version (unless you reopen the PR or upgrade to it yourself)- `@dependabot ignore this dependency` will close this PR and stop Dependabot creating any more for this dependency (unless you reopen the PR or upgrade to it yourself)You can disable automated security fix PRs for this repo from the [Security Alerts page](https://github.com/apache/spark/network/alerts).</details>
2	-3	### What changes were proposed in this pull request?This change allows applications to control whether their metadata gets saved in the db. For applications with higher security requirements, storing application secret in the db without any encryption is a potential security risk. While filesystem ACLs can help protect the access to the db, this level of security is not sufficient for some use cases. Such applications can chose to not save their metadata in the db. As a result, these applications may experience more failures in the event of a node restart, but we believe this trade-off is acceptable given the increased security risk.### Why are the changes needed?These modifications are necessary to reduce the likelihood of security threats for applications with elevated security requirements.### Does this PR introduce _any_ user-facing change?No. Added a configuration `spark.shuffle.server.recovery.disabled` which by default is `false`. When set to `true`, the metadata of the application will not saved in the db.### How was this patch tested?Added UTs and also verified with test applications in our test environment.
3	-2	### What changes were proposed in this pull request?The pr aims to display `the Spark WEB UI address` when spark-sql startup.### Why are the changes needed?Promoting user experience.Like `spark-shell`, it would be great if `spark-sql` show the UI information.```$ bin/spark-sqlSetting default log level to \"WARN\".To adjust logging level use sc.setLogLevel(newLevel). For SparkR, use setLogLevel(newLevel).23/05/07 13:58:26 WARN NativeCodeLoader: Unable to load native-hadoop library for your platform... using builtin-java classes where applicable23/05/07 13:58:27 WARN HiveConf: HiveConf of name hive.stats.jdbc.timeout does not exist23/05/07 13:58:27 WARN HiveConf: HiveConf of name hive.stats.retries.wait does not exist23/05/07 13:58:28 WARN ObjectStore: Version information not found in metastore. hive.metastore.schema.verification is not enabled so recording the schema version 2.3.023/05/07 13:58:28 WARN ObjectStore: setMetaStoreSchemaVersion called but recording version is disabled: version = 2.3.0, comment = Set by MetaStore dongjoon@127.0.0.1Spark Web UI available at http://localhost:4040Spark master: local[*], Application Id: local-1683493106875spark-sql (default)>```### Does this PR introduce _any_ user-facing change?No.### How was this patch tested?Pass GA & Manually test.
1	-3	### What changes were proposed in this pull request?This PR introduces a new callback \"onQueryIdle\" to StreamingQueryListener, which was a part of query progress update.The signature of the new callback method is below:```def onQueryIdle(event: QueryIdleEvent): Unitclass QueryIdleEvent(val id: UUID, val runId: UUID) extends Event```This PR proposes to provide a default implementation for onQueryIdle in StreamingQueryListener so that it does not break existing implementations of streaming query listener in Scala/Java. Note that it's a behavioral change as users will receive the different callback when the streaming query is being idle for configured period of time (previously they receive the callback onQueryProgress), but this is worth doing as described in the section \"Why are the changes needed?\".### Why are the changes needed?People has been having a lot of confusions about query progress event on idleness query; it’s not only the matter of understanding but also comes up with various types of complaints, because they tend to think the event only happens after the microbatch has finished. In addition, misunderstanding may also lead to data loss on monitoring - since we give the latest batch ID for update event on idleness, if the listener implementation blindly performs upsert the information to the external storage based on batch ID, they are in risk on losing data.This also complicates the logic because we have to memorize the execution for the previous batch, which is arguably not necessary.### Does this PR introduce _any_ user-facing change?Yes. After this change, users won't get query progress update event from idle query. Instead, they will get query idle event.### How was this patch tested?Modified UTs.
2	-1	### What changes were proposed in this pull request?https://github.com/apache/spark/pull/36917 change to use using String to compare `NodeState.DECOMMISSIONING` for compatibility with hadoop-2.7.  After SPARK-42452, Spark no longer supported build&test with hadoop 2, so this pr resume using enumeration to compare `NodeState.DECOMMISSIONING`.### Why are the changes needed?No longer requires compatibility with Hadoop 2### Does this PR introduce _any_ user-facing change?No### How was this patch tested?Pass GitHub Actions
2	-1	### What changes were proposed in this pull request?SPARK-36835 introduced `hadoop-client-api.artifact`, `adoop-client-runtime.artifact` and `hadoop-client-minicluster.artifact` to be compatible with the dependency definitions of Hadoop 2 and Hadoop 3. After [SPARK-42452](https://issues.apache.org/jira/browse/SPARK-42452), Spark no longer supports Hadoop 2, so this pr inline these properties to simplify the dependency definition.### Why are the changes needed?No longer requires compatibility with Hadoop 2### Does this PR introduce _any_ user-facing change?No### How was this patch tested?Pass GitHub Actions
3	-2	<!--Thanks for sending a pull request!  Here are some tips for you:  1. If this is your first time, please read our contributor guidelines: https://spark.apache.org/contributing.html  2. Ensure you have added or run the appropriate tests for your PR: https://spark.apache.org/developer-tools.html  3. If the PR is unfinished, add '[WIP]' in your PR title, e.g., '[WIP][SPARK-XXXX] Your PR title ...'.  4. Be sure to keep the PR description updated to reflect all changes.  5. Please write your PR title to summarize what this PR proposes.  6. If possible, provide a concise example to reproduce the issue for a faster review.  7. If you want to add a new configuration, please read the guideline first for naming configurations in     'core/src/main/scala/org/apache/spark/internal/config/ConfigEntry.scala'.  8. If you want to add or modify an error type or message, please read the guideline first in     'core/src/main/resources/error/README.md'.-->### What changes were proposed in this pull request?<!--Please clarify what changes you are proposing. The purpose of this section is to outline the changes and how this PR fixes the issue. If possible, please consider writing useful notes for better and faster reviews in your PR. See the examples below.  1. If you refactor some codes with changing classes, showing the class hierarchy will help reviewers.  2. If you fix some SQL features, you can provide some references of other DBMSes.  3. If there is design documentation, please add the link.  4. If there is a discussion in the mailing list, please add the link.-->Remove `org.apache.spark.sql.hive.HiveShim.ShimFileSinkDesc`, which is used to address serializable issue of `org.apache.hadoop.hive.ql.plan.FileSinkDesc`### Why are the changes needed?<!--Please clarify why the changes are needed. For instance,  1. If you propose a new API, clarify the use case for a new API.  2. If you fix a bug, you can clarify why it is a bug.-->[HIVE-6171](https://issues.apache.org/jira/browse/HIVE-6171) changed `FileSinkDesc`'s property from `String dirName` to `Path dirName`, but the `Path` is not serializable until [HADOOP-13519](https://issues.apache.org/jira/browse/HADOOP-13519) (got fixed in Hadoop 3.0.0).Since SPARK-42452 removed support for Hadoop2, we can remove this workaround now.### Does this PR introduce _any_ user-facing change?<!--Note that it means *any* user-facing change including all aspects such as the documentation fix.If yes, please clarify the previous behavior and the change this PR proposes - provide the console output, description and/or an example to show the behavior difference if possible.If possible, please also clarify if this is a user-facing change compared to the released Spark versions or within the unreleased branches such as master.If no, write 'No'.-->No.### How was this patch tested?<!--If tests were added, say they were added here. Please make sure to add some test cases that check the changes thoroughly including negative and positive cases if possible.If it was tested in a way different from regular unit tests, please clarify how you tested step by step, ideally copy and paste-able, so that other reviewers can test and check, and descendants can verify in the future.If tests were not added, please describe why they were not added and/or why it was difficult to add.If benchmark tests were added, please run the benchmarks in GitHub Actions for the consistent environment, and the instructions could accord to: https://spark.apache.org/developer-tools.html#github-workflow-benchmarks.-->Pass GA.
